1679-3749	Aletria (UFMG)	A1	Atualizada em 2012
0102-4698	Educação em Revista (UFMG. Impresso)	A1	Atualizada em 2012
1679-9615	Horizonte : Revista de Estudos de Teologia e Ciências da Religião (Impresso)	A1	Atualizada em 2012
2175-5841	Horizonte: Revista de Estudos de Teologia e Ciências da Religião (Online)	A1	Atualizada em 2012
0104-7183	Horizontes Antropológicos (UFRGS. Impresso)	A1	Atualizada em 2012
0104-0146	Informação & Sociedade (UFPB. Impresso)	A1	Atualizada em 2012
0304-1042	Japanese Journal of Religious Studies	A1	Atualizada em 2012
0142-064X	Journal for the Study of the New Testament	A1	Atualizada em 2012
8755-4178	Journal of Feminist Studies in Religion	A1	Atualizada em 2012
1934-9645	Journal of Spirituality in Mental Health (Online)	A1	Atualizada em 2012
0104-9313	Mana (UFRJ. Impresso)	A1	Atualizada em 2012
0102-3772	Psicologia: Teoria e Pesquisa (UnB. Impresso)	A1	Atualizada em 2012
0100-8587	Religião & Sociedade (Impresso)	A1	Atualizada em 2012
0048-721X	Religion (London. 1971)	A1	Atualizada em 2012
0102-6909	Revista Brasileira de Ciências Sociais (Impresso)	A1	Atualizada em 2012
1413-2478	Revista Brasileira de Educação (Impresso)	A1	Atualizada em 2012
1806-9347	Revista Brasileira de História (Online)	A1	Atualizada em 2012
0104-026X	Revista Estudos Feministas (UFSC. Impresso)	A1	Atualizada em 2012
0104-1169	Revista Latino-Americana de Enfermagem (USP. Ribeirão Preto. Impresso)	A1	Atualizada em 2012
0080-2654	Revue Théologique de Louvain (Imprimé)	A1	Atualizada em 2012
0039-3207	Studia Liturgica	A1	Atualizada em 2012
1354-9901	Studies in World Christianity	A1	Atualizada em 2012
1413-7704	Tempo. Revista do Departamento de História da UFF	A1	Atualizada em 2012
0103-2070	Tempo Social (USP. Impresso)	A1	Atualizada em 2012
0013-0796	The Ecumenical Review	A1	Atualizada em 2012
0120-3649	Theologica Xaveriana	A1	Atualizada em 2012
2011-219X	Theologica Xaveriana	A1	Atualizada em 2012
0103-3786	Transinformação	A1	Atualizada em 2012
1516-5159	Via Atlântica (USP)	A1	Atualizada em 2012
1809-4341	Vibrant (Florianópolis)	A1	Atualizada em 2012
0591-2385	Zygon (Chicago, Ill.)	A1	Atualizada em 2012
1983-4683	Acta Scientiarum. Language and Culture (Online)	A2	Atualizada em 2012
1133-0104	Anuario de Historia de la Iglesia	A2	Atualizada em 2012
0104-1371	Cadernos de Educação (UFPel)	A2	Atualizada em 2012
0100-1965	Ciência da Informação (Impresso)	A2	Atualizada em 2012
0101-465X	Educação (PUCRS. Impresso)	A2	Atualizada em 2012
0103-4014	Estudos Avançados (USP. Impresso)	A2	Atualizada em 2012
2176-1078	Estudos de Religião	A2	Atualizada em 2012
0103-801X	Estudos de Religiao (IMS)	A2	Atualizada em 2012
0101-3130	Estudos Teológicos	A2	Atualizada em 2012
2237-6461	Estudos Teologicos (Online)	A2	Atualizada em 2012
0017-4114	Gregorianum (Roma)	A2	Atualizada em 2012
0100-6932	História. Questões e Debates	A2	Atualizada em 2012
1980-4369	História (São Paulo. Online)	A2	Atualizada em 2012
1519-3861	História Unisinos	A2	Atualizada em 2012
2236-1782	História Unisinos	A2	Atualizada em 2012
1430-6921	International Journal of Practical Theology	A2	Atualizada em 2012
0020-8582	International Review of Mission	A2	Atualizada em 2012
0047-2867	Journal of Theology for Southern Africa	A2	Atualizada em 2012
0024-7499	Lutheran Quarterly	A2	Atualizada em 2012
0872-0991	Mediaevalia (Porto)	A2	Atualizada em 2012
0029-5973	Numen (Leiden)	A2	Atualizada em 2012
1576-2270	Ontology Studies / Cuadernos de Ontología	A2	Atualizada em 2012
1414-9893	Psicologia: Ciência e Profissão (Impresso)	A2	Atualizada em 2012
2175-8131	Repertório: Teatro & Dança (Online)	A2	Atualizada em 2012
1677-1222	Rever (PUCSP)	A2	Atualizada em 2012
0080-6234	Revista da Escola de Enfermagem da USP (Impresso)	A2	Atualizada em 2012
0034-7701	Revista de Antropologia (USP. Impresso)	A2	Atualizada em 2012
1518-3483	Revista Diálogo Educacional (PUCPR. Impresso)	A2	Atualizada em 2012
1517-7874	Revista do GELNE (UFC)	A2	Atualizada em 2012
0102-7735	Revista Educação em Questão (UFRN. Impresso)	A2	Atualizada em 2012
2175-1838	Revista Pistis Praxis	A2	Atualizada em 2012
1984-3755	Revista Pistis & Praxis (Impresso)	A2	Atualizada em 2012
0870-5283	Revista Portuguesa de Filosofia	A2	Atualizada em 2012
0926-2326	Studies in Interreligious Dialogue (Print)	A2	Atualizada em 2012
0104-0707	Texto & Contexto Enfermagem (UFSC. Impresso)	A2	Atualizada em 2012
0026-8402	The Modern Schoolman	A2	Atualizada em 2012
0040-5701	Theologische Zeitschrift (Basel)	A2	Atualizada em 2012
1355-8358	Theology and Sexuality	A2	Atualizada em 2012
0043-2040	Wege zum Menschen	A2	Atualizada em 2012
1518-8728	Alceu (PUCRJ)	B1	Atualizada em 2012
1984-7947	Ângulo	B1	Atualizada em 2012
0120-2456	Anuario Colombiano de Historia Social y de la Cultura.	B1	Atualizada em 2012
1983-778X	Caminhos (Goiânia. Online)	B1	Atualizada em 2012
1678-3034	Caminhos (UCG. Impresso)	B1	Atualizada em 2012
0009-6725	Ciência e Cultura	B1	Atualizada em 2012
1413-8123	Ciência e Saúde Coletiva (Impresso)	B1	Atualizada em 2012
1519-7050	Ciências Sociais Unisinos	B1	Atualizada em 2012
1518-4463	Ciencias Sociales y Religión (Impresso)	B1	Atualizada em 2012
1518-7187	Cognitio (PUCSP)	B1	Atualizada em 2012
1645-2089	Comunicação e Sociedade	B1	Atualizada em 2012
1414-7327	Concilium (Brasil)	B1	Atualizada em 2012
0588-9804	Concilium (Deutsche Ausg.)	B1	Atualizada em 2012
1125-7164	Concilium (Ed. Italiana)	B1	Atualizada em 2012
3340-3104	Concilium English Edition	B1	Atualizada em 2012
0210-1041	Concilium (Estella)	B1	Atualizada em 2012
0098-2113	Currents in Theology and Mission	B1	Atualizada em 2012
0012-2033	Dialog (Print)	B1	Atualizada em 2012
1807-3883	Dois Pontos (UFPR)	B1	Atualizada em 2012
1984-8234	Filosofia Unisinos	B1	Atualizada em 2012
1519-5023	Filosofia Unisinos (Impresso)	B1	Atualizada em 2012
1517-2856	História: Debates e Tendências (Passo Fundo)	B1	Atualizada em 2012
1413-9138	Hypnos (PUCSP)	B1	Atualizada em 2012
1809-8479	Interações : Cultura e Comunidade (Faculdade Católica de Uberlândia. Impresso)	B1	Atualizada em 2012
1983-2478	Interações: Cultura e Comunidade (Uberlândia. Online)	B1	Atualizada em 2012
1872-5171	International Journal of Public Theology (Print)	B1	Atualizada em 2012
1089-6457	Journal of Sandplay Therapy	B1	Atualizada em 2012
1413-3024	Locus (UFJF)	B1	Atualizada em 2012
0342-0914	Lutherjahrbuch	B1	Atualizada em 2012
1516-1021	Numem (UFJF)	B1	Atualizada em 2012
2236-6296	Numen: revista de estudos e pesquisa da religião	B1	Atualizada em 2012
0030-5391	Orientamenti Pedagogici	B1	Atualizada em 2012
0325-2280	Patristica et Mediaevalia	B1	Atualizada em 2012
2041-3599	PentecoStudies: an interdisciplinary journal for research on the pentecostal and charismatic movements	B1	Atualizada em 2012
2176-8757	Perspectiva Teológica	B1	Atualizada em 2012
0102-4469	Perspectiva Teológica (Belo Horizonte)	B1	Atualizada em 2012
0102-5473	Perspectiva (UFSC)	B1	Atualizada em 2012
0872-4784	Philosophica (Lisboa)	B1	Atualizada em 2012
2179-0019	PLURA, Revista de Estudos de Religião	B1	Atualizada em 2012
0103-6564	Psicologia USP (Impresso)	B1	Atualizada em 2012
1678-6971	RAM. Revista de Administração Mackenzie (Online)	B1	Atualizada em 2012
0101-8434	REB. Revista Eclesiastica Brasileira	B1	Atualizada em 2012
0394-9397	Religioni e Società (Napoli. Testo stampato)	B1	Atualizada em 2012
1516-7372	Revista Anthropológicas	B1	Atualizada em 2012
1983-0807	Revista Brasileira de Gestão de Negócios (Online)	B1	Atualizada em 2012
2175-3423	Revista Brasileira de História & Ciências Sociais	B1	Atualizada em 2012
1983-2850	Revista Brasileira de História das Religiões	B1	Atualizada em 2012
2236-580X	Revista de Estudos da Religião (REVER)	B1	Atualizada em 2012
0104-4443	Revista de Filosofia: Aurora (PUCPR. Impresso)	B1	Atualizada em 2012
1517-2120	Revista de História (UFES)	B1	Atualizada em 2012
1518-1944	Revista Eletrônica de Enfermagem	B1	Atualizada em 2012
0103-4332	Sintese (Belo Horizonte. 1974)	B1	Atualizada em 2012
1518-5370	Teias (Rio de Janeiro. Impresso)	B1	Atualizada em 2012
0049-3449	Teología y Vida (Impresa)	B1	Atualizada em 2012
0040-5671	Theologische Literaturzeitung	B1	Atualizada em 2012
0042-3955	Veritas (Porto Alegre. Impresso)	B1	Atualizada em 2012
2222-0763	Voices	B1	Atualizada em 2012
0044-2674	Zeitschrift fuer Evangelische Ethik	B1	Atualizada em 2012
0326-9671	Anuario IEHS	B2	Atualizada em 2012
1806-5627	Argumentos (Unimontes)	B2	Atualizada em 2012
1676-3742	Atualidade Teológica (PUCRJ)	B2	Atualizada em 2012
0473-7989	Beiheft Zur Okumenischen Rundschau	B2	Atualizada em 2012
1981-8254	Bioethikós (Centro Universitário São Camilo)	B2	Atualizada em 2012
0870-7618	Brotéria (1925)	B2	Atualizada em 2012
1806-2911	Caderno de Literatura e Cultura Russa	B2	Atualizada em 2012
1519-0951	Cadernos ADENAUER (São Paulo)	B2	Atualizada em 2012
1413-4519	Cadernos Ceru (USP)	B2	Atualizada em 2012
1517-0128	Cadernos de Ética e Filosofia Política (USP)	B2	Atualizada em 2012
0104-1886	Cadernos do IL (UFRGS)	B2	Atualizada em 2012
1519-7018	Caminhando (São Bernardo do Campo)	B2	Atualizada em 2012
1678-5274	Ciências da Religião (Mackenzie. Impresso)	B2	Atualizada em 2012
1980-9425	Ciências da Religião (Mackenzie. Online)	B2	Atualizada em 2012
1519-6089	Civitas: Revista de Ciências Sociais (Impresso)	B2	Atualizada em 2012
1414-8536	Cogitare Enfermagem (UFPR)	B2	Atualizada em 2012
0718-5014	Estudios Avanzados (En línea)	B2	Atualizada em 2012
0718-5022	Estudios Avanzados (Impresa)	B2	Atualizada em 2012
1696-0300	Estudios Humanísticos. Historia	B2	Atualizada em 2012
0014-3502	Evangelische Theologie	B2	Atualizada em 2012
1415-9015	Glauks (UFV)	B2	Atualizada em 2012
1676-9570	Identidade!	B2	Atualizada em 2012
2178-437X	Identidade! (Online)	B2	Atualizada em 2012
1981-8076	Interação em Psicologia (Online)	B2	Atualizada em 2012
1867-5492	Interkulturelle Theologie - Zeitschrift für Missionswissenschaft	B2	Atualizada em 2012
1527-6457	Journal of Global Buddhism	B2	Atualizada em 2012
0022-197X	Journal of International Affairs (New York)	B2	Atualizada em 2012
1866-802X	Journal of Politics in Latin America (Print)	B2	Atualizada em 2012
1516-5477	Notandum (USP)	B2	Atualizada em 2012
0104-8015	Política & Trabalho (UFPB. Impresso)	B2	Atualizada em 2012
1678-6408	Protestantismo em Revista	B2	Atualizada em 2012
1980-5942	Psicologia Argumento (PUCPR. Online)	B2	Atualizada em 2012
0102-0269	Reflexão (PUCCAMP)	B2	Atualizada em 2012
2175-876X	Revista da Católica	B2	Atualizada em 2012
2176-7203	Revista de Educação, Ciência e Cultura	B2	Atualizada em 2012
1676-3394	Revista de Interpretação Bíblica Latino-Americana	B2	Atualizada em 2012
1679-5393	Revista de Teologia e Ciências da Religião da UNICAP	B2	Atualizada em 2012
2237-907X	Revista de Teologia e Ciências da Religião da UNICAP	B2	Atualizada em 2012
1870-316X	Revista Iberoamericana de Teología	B2	Atualizada em 2012
2176-7912	Revista NUPEM (Online)	B2	Atualizada em 2012
1018-5763	Ribla. Revista de Interpretación Biblica Latinoamericana	B2	Atualizada em 2012
1390-0374	RIBLA - Revista de Interpretación Bíblica Latinoamericana - ISSN 1390-0374	B2	Atualizada em 2012
1023-0807	R&T. Religion & Theology	B2	Atualizada em 2012
0104-1290	Saúde e Sociedade (USP. Impresso)	B2	Atualizada em 2012
1415-8566	Sociedade e Cultura (Impresso)	B2	Atualizada em 2012
1980-8194	Sociedade e Cultura (Online)	B2	Atualizada em 2012
1980-7856	Sociopoética (Online)	B2	Atualizada em 2012
1980-6736	Teocomunicação (Online)	B2	Atualizada em 2012
0103-314X	Teocomunicação (PUCRS. Impresso)	B2	Atualizada em 2012
1813-7024	Theologies and Cultures	B2	Atualizada em 2012
1983-7151	Turismo: Visão e Ação (Online)	B2	Atualizada em 2012
1013-1116	Tydskrif Vir Christelike Wetenskap	B2	Atualizada em 2012
0257-9774	Anthropos (Fribourg)	B3	Atualizada em 2012
1090-0586	Applied Psychophysiology and Biofeedback	B3	Atualizada em 2012
1881-3488	Asian Christian Review	B3	Atualizada em 2012
1982-1522	Boletim CEDES	B3	Atualizada em 2012
1981-3384	Boletim Tempo Presente (UFRJ)	B3	Atualizada em 2012
0104-5679	Cadernos de Campo (USP. 1991)	B3	Atualizada em 2012
1676-1049	Cadernos de Psicopedagogia (UNISA. Impresso)	B3	Atualizada em 2012
1807-7862	Cadernos IHU em Formação (UNISINOS)	B3	Atualizada em 2012
0102-9487	Clio. Série História do Nordeste (UFPE)	B3	Atualizada em 2012
0871-4134	Communio (Lisboa)	B3	Atualizada em 2012
2179-8079	Contemplação - Revista Acadêmica de Filosofia e Teologia da Faculdade João Paulo II	B3	Atualizada em 2012
